Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;16;2;9147;1;1;1;1;37;37;9;9;1;1;0;0;1;0;1;20;0;0;5;8;3;12.0;0;0;5;9;4;12.625;0;1;2;2;Enrolled
1;39;1;171;1;1;2;1;37;37;9;9;0;0;1;0;1;0;0;26;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;3;1;1;Dropout
1;1;1;171;1;1;2;1;37;37;7;9;1;1;0;0;0;0;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;2;3;1;Dropout
1;7;1;9119;1;40;1;1;1;1;4;4;2;0;0;0;1;1;0;27;0;4;6;6;6;13.166666666666666;0;2;5;7;5;15.142857142857142;0;1;1;3;Dropout
1;39;2;9556;1;1;1;1;37;37;9;9;3;1;0;0;1;0;0;25;0;0;7;11;7;11.857142857142858;0;0;8;21;5;11.7;0;2;1;3;Enrolled
1;1;2;9500;1;1;2;1;1;1;2;7;2;1;0;0;1;0;1;18;0;0;8;8;8;13.88125;0;0;8;8;8;13.88125;0;0;0;0;Graduate
1;17;6;9147;1;1;1;1;37;37;9;9;0;1;0;0;1;1;0;25;0;13;15;15;13;10.76923076923077;0;11;14;15;12;11.833333333333334;0;0;3;2;Dropout
1;17;1;9500;1;1;2;1;19;38;9;9;2;0;0;0;1;0;1;18;0;0;7;7;7;14.145714285714286;0;0;8;9;8;13.627777777777778;0;1;1;3;Graduate
1;43;1;9070;1;1;1;1;19;38;9;7;2;0;0;0;1;1;0;26;0;9;14;14;14;14.0;0;7;13;13;13;13.615384615384617;0;3;3;0;Graduate
1;39;1;9500;1;40;1;1;37;37;9;7;2;0;0;0;1;0;0;27;0;3;8;12;7;12.457142857142856;0;3;8;12;7;12.457142857142856;0;2;3;1;Enrolled
1;43;1;9773;1;1;1;1;1;37;3;0;0;0;0;1;1;0;0;20;0;0;6;7;6;13.333333333333334;0;0;6;8;6;12.666666666666666;0;2;1;3;Graduate
1;17;2;9238;1;1;2;1;2;1;3;4;2;1;0;0;1;0;0;19;0;0;6;14;1;11.5;0;0;6;12;2;10.5;0;0;3;2;Enrolled
1;17;2;9670;1;1;1;1;34;37;0;0;1;1;0;1;0;0;0;18;0;0;5;8;3;12.0;0;0;5;6;4;10.75;0;0;3;2;Dropout
1;39;1;9556;1;1;1;1;19;38;9;8;1;0;0;0;1;0;0;24;0;0;7;15;5;12.4;0;0;8;14;7;12.15;0;2;1;3;Enrolled
1;1;1;9500;1;1;2;1;19;1;4;4;2;0;0;0;1;0;0;18;0;0;7;10;7;15.145;0;0;8;8;8;15.7425;0;3;3;0;Graduate
1;16;2;9238;1;1;1;1;37;37;5;6;1;1;0;0;1;0;0;18;0;0;6;8;6;13.571428571428571;0;0;6;11;5;12.166666666666666;0;0;0;0;Graduate
1;1;1;9254;1;1;1;1;3;2;4;5;1;0;0;0;1;1;1;20;0;0;6;9;6;12.571428571428571;0;0;6;6;6;12.166666666666666;0;0;2;3;Graduate
1;17;1;9238;1;1;2;1;1;19;4;4;2;0;0;0;1;0;0;19;0;0;6;6;6;14.666666666666666;0;0;6;7;6;14.571428571428571;0;3;3;0;Graduate
1;42;1;9500;1;1;2;1;3;3;3;3;0;0;0;0;1;0;0;18;0;0;7;8;7;13.55;0;0;8;8;8;14.1875;0;3;0;2;Graduate
1;42;1;9119;1;6;1;1;35;35;6;6;2;1;0;0;1;1;0;34;0;4;6;8;4;11.25;0;1;5;8;2;10.5;0;0;3;2;Dropout
1;1;1;9130;1;1;0;1;37;37;9;9;0;1;0;1;1;0;0;20;0;0;5;10;2;12.0;2;0;5;9;4;11.0;0;0;0;0;Dropout
1;1;1;9773;1;1;2;1;37;37;9;7;2;1;0;0;1;1;1;21;0;0;6;6;6;13.5;0;0;6;6;6;14.166666666666666;0;2;3;1;Graduate
1;1;1;9254;1;1;2;1;19;9;0;0;1;1;0;0;1;0;1;20;0;0;6;12;0;0.0;0;0;6;12;0;0.0;0;0;3;2;Dropout
2;39;1;9070;1;12;0;1;37;38;5;10;2;0;0;1;0;1;1;46;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;3;3;0;Dropout
1;1;1;9773;1;1;2;1;3;2;4;6;2;1;0;0;0;1;0;29;0;0;6;8;6;16.5;0;0;6;6;5;13.8;0;1;1;3;Enrolled
1;1;1;9119;1;1;2;1;37;37;9;6;2;0;0;0;1;1;0;19;0;0;5;7;1;13.0;0;0;5;7;2;10.0;0;0;0;0;Enrolled
1;17;1;9670;1;1;1;1;19;38;4;10;1;0;0;0;1;0;0;19;0;0;6;10;5;11.5;0;0;6;9;4;14.6;0;1;1;3;Graduate
1;17;1;9238;1;1;1;1;37;1;9;5;1;1;0;0;1;0;1;20;0;0;6;10;5;11.857142857142858;0;0;6;8;6;11.666666666666666;0;2;3;1;Graduate
1;1;6;9500;1;1;2;1;2;19;3;9;2;1;0;0;1;1;0;18;0;0;8;8;8;13.74625;0;0;8;8;8;13.74625;0;0;0;0;Graduate
1;1;3;9085;1;1;2;1;1;1;4;8;2;1;0;0;1;0;0;18;0;0;6;7;6;14.666666666666666;0;0;6;12;6;13.833333333333334;0;0;2;3;Graduate
1;18;1;9238;1;1;1;1;1;3;9;2;1;1;0;0;1;1;0;21;0;0;6;9;6;10.166666666666666;0;0;6;10;6;10.5;0;2;3;1;Graduate
1;17;3;9670;1;1;2;1;37;37;8;8;2;0;0;1;1;0;0;19;0;0;5;5;1;10.0;0;0;5;5;0;0.0;0;0;0;0;Dropout
1;1;1;9773;1;1;2;1;1;3;4;1;2;1;0;0;1;1;0;18;0;0;6;7;6;14.166666666666666;0;0;6;6;6;12.833333333333334;0;0;0;0;Graduate
1;17;3;171;1;1;1;1;37;37;5;10;1;1;0;0;1;1;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;2;1;3;Graduate
1;44;1;9003;1;39;2;1;37;37;9;9;3;0;0;0;1;1;1;22;0;0;6;8;6;13.125;0;0;6;10;6;13.0;0;3;1;1;Graduate
1;1;5;9070;1;1;1;1;3;1;9;3;1;1;0;0;1;0;0;20;0;0;6;6;6;11.166666666666666;0;0;6;9;6;11.5;0;2;1;3;Enrolled
1;1;3;9500;1;1;2;1;3;19;2;10;1;1;0;0;1;1;0;18;0;0;8;8;8;13.24875;0;0;8;8;8;13.24875;0;0;0;0;Graduate
1;1;1;9670;1;1;1;1;38;19;0;2;1;1;0;0;1;1;0;21;0;0;5;8;0;0.0;0;0;5;5;0;0.0;0;0;0;0;Dropout
1;17;2;9773;1;1;1;1;1;1;5;5;1;1;0;0;1;0;1;22;0;0;6;11;5;12.0;0;0;6;11;5;11.0;0;0;3;2;Dropout
1;44;1;9130;1;39;2;1;2;1;3;6;2;1;0;0;1;1;0;22;0;11;18;32;12;12.857142857142858;1;8;12;15;10;14.3;0;3;1;1;Graduate
1;1;1;9254;1;1;2;1;38;19;9;10;2;0;0;0;1;0;0;18;0;0;6;6;6;12.5;0;0;6;6;6;12.666666666666666;0;3;3;0;Graduate
1;1;1;9773;1;1;2;1;37;19;9;10;2;1;0;0;1;0;0;19;0;0;6;12;3;13.0;0;0;6;13;2;14.0;0;0;0;0;Dropout
1;39;2;8014;0;1;0;1;35;37;90;90;0;0;0;0;1;0;0;41;0;0;6;10;4;13.5;0;1;6;7;6;11.166666666666666;0;0;3;2;Graduate
2;39;1;9991;0;1;1;1;37;19;9;9;2;0;0;1;0;1;0;29;0;0;5;7;4;11.25;0;0;5;8;4;11.8;0;1;2;2;Dropout
1;42;1;9500;1;6;2;1;37;1;9;4;2;0;0;0;1;0;0;21;0;12;21;33;18;14.933333333333334;12;12;21;33;18;14.933333333333334;12;0;3;2;Graduate
1;1;2;9238;1;1;2;1;19;38;9;8;2;1;0;0;1;0;1;19;0;0;6;8;6;12.714285714285714;0;0;6;12;5;11.0;0;3;0;2;Dropout
1;1;4;171;1;1;1;1;1;1;9;5;1;1;0;0;0;0;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;Dropout
2;7;1;8014;0;3;3;1;19;19;4;4;3;0;0;0;1;0;0;27;0;0;5;5;0;0.0;0;0;6;0;0;0.0;0;0;0;0;Dropout
1;43;1;8014;0;1;1;1;38;19;5;4;1;0;0;0;1;0;0;20;0;2;6;6;6;12.166666666666666;0;0;6;7;5;14.0;0;2;3;1;Enrolled
1;43;1;9500;1;6;2;1;1;37;9;9;1;1;0;0;1;0;0;19;0;0;7;7;6;13.333333333333334;0;0;7;7;6;13.333333333333334;0;0;3;2;Graduate
1;1;2;9773;1;1;1;109;19;1;9;9;1;1;0;0;1;0;1;19;1;0;6;8;6;13.166666666666666;0;0;6;6;6;13.0;0;1;1;3;Dropout
1;42;1;9500;1;1;2;1;37;38;9;7;3;1;0;0;1;0;1;22;0;0;8;8;7;13.08;0;0;8;8;7;13.08;0;1;2;2;Graduate
1;43;1;9670;1;1;1;1;3;19;4;8;1;0;0;0;1;1;0;19;0;0;6;17;4;12.5;0;0;6;8;4;13.25;0;3;0;2;Enrolled
1;1;3;9254;1;1;1;1;19;37;4;7;1;1;0;0;1;0;0;21;0;0;6;8;6;11.333333333333334;0;0;6;8;4;12.25;0;1;1;3;Graduate
1;1;1;9085;1;1;1;1;4;1;2;9;1;0;0;0;1;0;0;18;0;0;6;14;4;11.5;0;0;6;17;3;13.75;0;1;1;3;Enrolled
1;1;3;9853;1;1;1;1;3;3;2;2;1;1;0;0;1;0;0;23;0;0;6;8;5;13.6;0;0;6;8;5;11.6;0;0;3;2;Enrolled
2;39;1;9500;1;38;2;1;37;37;9;3;2;0;0;0;1;1;0;37;0;0;7;8;7;12.828571428571427;0;0;8;8;8;12.6875;0;3;0;2;Graduate
1;17;1;9853;1;1;2;1;34;34;0;0;1;1;0;0;1;0;0;21;0;0;6;12;3;11.333333333333334;0;0;6;10;3;11.333333333333334;0;0;3;2;Dropout
1;1;1;9773;1;1;1;1;37;37;9;8;1;1;0;0;1;0;0;18;0;0;6;12;1;11.0;0;0;6;12;0;0.0;0;0;0;0;Enrolled
1;7;1;9119;1;40;2;1;3;1;2;5;2;0;0;0;1;1;0;23;0;0;5;5;5;13.8;0;0;5;7;5;14.142857142857142;0;1;1;3;Graduate
1;1;6;9500;1;1;2;1;37;1;5;5;1;1;0;0;1;0;1;18;0;0;8;8;7;12.61;0;0;8;8;7;12.61;0;1;2;2;Graduate
2;39;1;9991;0;1;0;1;37;37;1;4;1;1;0;0;0;1;0;40;0;0;5;10;2;10.5;0;0;5;5;3;10.666666666666666;0;0;0;0;Dropout
1;1;1;9670;1;1;2;1;38;38;5;9;0;1;0;0;1;0;0;20;0;0;6;9;6;13.285714285714286;0;0;6;8;5;13.8;0;3;3;0;Graduate
1;17;2;9254;1;1;1;1;38;38;9;9;2;1;0;0;1;0;0;18;0;0;6;6;6;12.666666666666666;0;0;6;7;5;14.6;0;1;1;3;Graduate
1;15;1;9119;1;1;2;41;2;2;2;2;0;0;0;1;1;1;0;24;1;2;8;8;7;13.142857142857142;0;1;6;8;6;11.833333333333334;0;0;2;3;Enrolled
1;18;1;9119;1;1;2;1;1;37;7;7;2;1;0;0;1;1;0;18;0;0;5;5;1;16.0;0;0;5;5;0;0.0;0;0;0;0;Dropout
1;39;1;9991;0;1;0;1;37;37;9;6;2;0;0;1;0;1;0;31;0;0;5;9;0;0.0;0;0;5;6;0;0.0;0;2;1;3;Dropout
5;7;1;9147;1;40;0;1;37;37;9;9;0;0;0;0;1;0;0;23;0;10;15;15;13;10.923076923076923;0;5;10;10;7;11.142857142857142;0;3;3;0;Graduate
1;39;1;9500;1;1;1;1;37;19;9;8;0;1;0;0;1;0;0;27;0;0;7;14;0;0.0;0;0;7;14;0;0.0;0;1;1;3;Dropout
1;39;1;9991;0;1;2;1;19;37;9;8;2;0;0;0;1;0;0;26;0;0;5;10;4;12.0;0;0;5;9;4;11.25;0;2;3;1;Enrolled
1;1;6;9500;1;1;1;1;1;19;3;3;1;1;0;0;1;0;1;19;0;0;7;7;7;12.765714285714289;0;0;8;9;8;13.544444444444444;0;2;1;3;Graduate
2;39;1;9085;1;9;2;1;1;1;4;4;1;1;0;0;0;1;0;29;0;0;5;12;0;0.0;4;0;5;8;0;0.0;1;0;0;0;Dropout
1;43;1;9991;0;1;2;1;37;37;9;9;2;1;0;0;1;1;0;25;0;14;15;16;15;10.8;0;13;14;14;14;11.357142857142858;0;0;0;0;Graduate
1;1;1;9500;1;1;1;1;3;1;2;8;1;0;0;0;1;1;0;20;0;0;7;10;5;13.976666666666668;0;0;8;9;8;13.22222222222222;0;2;1;3;Enrolled
1;5;2;9070;1;1;2;1;1;1;4;10;2;1;0;0;1;1;0;18;0;0;6;7;5;13.2;0;0;6;6;5;11.8;0;3;1;1;Graduate
1;1;1;9773;1;1;2;1;3;19;4;5;0;1;0;0;1;0;0;20;0;0;6;6;6;13.833333333333334;0;0;6;6;6;12.5;0;2;3;1;Graduate
1;1;1;9238;1;1;2;1;1;19;4;9;2;0;0;0;1;0;1;20;0;0;6;6;6;11.666666666666666;0;0;6;8;6;11.166666666666666;0;3;3;0;Graduate
1;17;3;9670;1;1;1;1;1;3;4;3;1;1;0;0;1;0;0;18;0;0;6;8;6;14.0;0;0;6;9;5;14.0;0;0;2;3;Graduate
2;39;1;8014;0;1;2;1;37;37;9;7;3;0;0;0;1;1;0;54;0;4;9;9;9;14.333333333333334;0;2;7;7;7;13.857142857142858;0;0;2;3;Graduate
4;39;1;9003;1;19;2;1;37;37;9;9;0;0;0;0;1;1;0;49;0;6;12;17;7;12.0;0;3;12;19;9;11.22222222222222;0;3;3;0;Graduate
1;17;1;9119;1;1;1;1;1;3;9;10;1;1;0;0;1;1;0;20;0;0;5;7;4;12.0;0;0;5;8;2;12.5;0;1;2;2;Enrolled
1;39;1;9119;1;19;2;1;1;19;4;5;0;0;0;0;1;1;0;25;0;0;5;13;1;11.0;0;0;5;11;1;10.0;0;3;0;2;Enrolled
1;1;4;9500;1;1;2;1;19;19;7;7;2;1;0;0;1;0;0;18;0;0;8;8;7;12.324285714285711;0;0;8;8;7;12.324285714285711;0;1;2;2;Graduate
1;39;1;8014;0;1;1;1;38;37;9;7;0;0;0;0;1;1;1;37;0;1;7;9;6;11.857142857142858;0;1;6;7;5;12.0;0;3;0;2;Graduate
1;1;1;9500;1;1;1;1;37;37;9;9;1;1;0;1;1;0;0;20;0;0;7;7;6;15.4;0;0;7;7;6;15.4;0;0;3;2;Graduate
1;17;4;9556;1;1;0;1;1;1;4;10;0;1;0;0;1;0;0;20;0;0;7;7;7;12.5;0;0;8;8;8;13.1375;0;2;1;3;Graduate
1;44;1;9003;1;39;1;1;1;3;9;6;2;0;0;0;1;1;1;21;0;0;6;15;6;11.714285714285714;0;0;6;8;4;11.75;0;3;0;2;Graduate
1;17;6;9147;1;1;1;1;19;38;7;9;1;0;0;0;1;0;1;19;0;0;5;5;5;12.4;0;0;5;8;3;11.0;0;2;3;1;Enrolled
1;44;1;9003;1;39;2;1;37;38;9;7;3;0;0;0;1;0;1;19;0;0;6;7;6;15.333333333333334;0;0;6;9;6;14.0;0;3;3;0;Graduate
1;42;1;9119;1;1;1;1;19;37;9;3;2;0;0;1;1;1;0;25;0;0;5;5;0;0.0;0;2;6;7;2;14.0;0;3;0;2;Dropout
2;1;4;9853;1;1;2;1;37;37;5;7;1;0;1;0;1;0;1;19;0;0;6;6;6;13.333333333333334;0;0;6;6;6;14.5;0;1;2;2;Graduate
1;18;6;9500;1;1;2;1;3;19;3;8;2;1;0;0;1;0;0;21;0;0;8;8;7;12.414285714285716;0;0;8;8;7;12.414285714285716;0;2;3;1;Graduate
1;1;1;9773;1;1;2;1;19;11;0;0;2;1;0;0;1;1;0;19;0;0;6;6;6;11.666666666666666;0;0;6;10;3;12.666666666666666;0;0;3;2;Graduate
1;1;1;9238;1;1;2;1;19;19;9;9;1;0;0;0;1;0;1;18;0;0;6;11;5;11.142857142857142;0;0;6;8;6;12.285714285714286;0;3;1;1;Graduate
1;1;1;9130;1;1;2;1;3;3;2;2;2;1;0;0;1;0;0;18;0;0;6;8;6;12.0;0;0;6;8;5;14.8;0;2;1;3;Graduate
1;17;2;9500;1;1;1;1;38;19;5;7;1;1;0;0;1;0;1;18;0;0;8;8;7;14.312857142857142;0;0;8;8;7;14.312857142857142;0;1;2;2;Graduate
2;1;1;9003;1;1;1;1;37;37;9;9;1;1;0;1;1;1;0;35;0;14;17;17;14;10.642857142857142;1;12;12;12;12;10.666666666666666;0;3;3;0;Dropout
1;1;3;9500;1;1;1;1;38;38;5;5;1;1;0;0;1;0;1;19;0;0;7;9;6;11.814285714285717;0;0;8;8;7;13.542857142857144;0;3;0;2;Graduate
1;44;1;9119;1;39;2;1;19;37;9;9;2;1;0;1;1;1;0;20;0;0;5;6;5;16.5;0;0;5;7;5;17.714285714285715;0;2;1;3;Dropout
1;1;1;9853;1;1;1;1;19;37;5;5;0;1;0;0;1;0;0;19;0;0;7;10;4;10.5;0;0;7;7;2;10.5;0;3;1;1;Dropout
1;1;1;9147;1;1;2;103;37;37;9;9;2;0;0;0;1;1;0;20;1;0;5;5;5;13.6;0;0;5;7;5;13.0;0;0;0;0;Graduate
4;39;1;9556;1;1;2;1;19;3;9;2;2;0;0;0;1;0;0;25;0;0;7;14;7;11.95;0;0;8;15;7;12.042857142857144;0;2;3;1;Enrolled
1;17;2;9254;1;1;2;1;19;19;4;7;1;1;0;0;1;0;0;19;0;0;6;8;6;12.166666666666666;0;0;6;6;6;13.5;0;1;1;3;Graduate
2;39;1;9773;1;1;0;1;37;37;9;9;2;0;0;0;1;1;0;47;0;0;6;8;5;11.4;0;0;6;10;6;11.666666666666666;0;2;3;1;Dropout
1;1;1;9670;1;1;0;1;1;37;1;10;1;1;0;0;1;0;0;19;0;0;6;7;6;12.833333333333334;0;0;6;10;6;11.77777777777778;0;0;2;3;Graduate
1;17;1;171;1;1;2;1;37;19;5;9;2;1;0;0;1;0;0;23;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;1;1;3;Dropout
2;39;1;9991;0;1;2;1;37;19;9;10;2;0;0;0;1;1;0;47;0;0;5;8;4;10.0;0;0;5;8;4;12.5;0;0;0;0;Enrolled
1;39;1;9254;1;1;2;1;1;1;9;6;0;1;0;1;0;0;0;24;0;0;6;14;6;11.285714285714286;0;0;6;16;3;10.333333333333334;0;0;2;3;Dropout
1;51;1;9070;1;1;1;1;5;1;2;10;1;1;0;0;1;0;0;21;0;0;6;7;5;12.2;0;0;6;7;4;12.6;0;0;2;3;Enrolled
1;53;1;9085;1;42;2;1;1;19;4;6;2;1;0;0;1;0;0;27;0;7;12;17;11;14.727272727272728;0;4;9;10;7;14.142857142857142;0;0;2;3;Graduate
1;1;2;9773;1;1;2;1;19;1;3;9;2;1;0;0;1;0;1;18;0;0;6;6;6;13.666666666666666;0;0;6;6;6;14.666666666666666;0;3;1;1;Graduate
1;17;1;9130;1;1;2;1;3;2;3;6;2;1;0;0;1;0;0;18;0;0;6;8;6;15.0;0;0;6;8;5;15.166666666666666;0;3;0;2;Dropout
1;1;1;9500;1;1;2;1;19;19;4;7;2;0;0;0;1;0;1;19;0;0;7;7;7;14.014285714285714;0;0;8;8;8;15.35;0;3;0;2;Graduate
2;1;1;9556;1;1;2;1;19;19;193;144;2;0;0;1;1;1;0;24;0;0;7;7;7;12.271428571428572;0;0;8;10;7;13.657142857142857;0;1;2;2;Graduate
1;1;3;9773;1;1;1;1;19;19;3;3;1;0;0;0;1;0;1;18;0;0;6;6;6;13.166666666666666;0;0;6;6;6;12.166666666666666;0;2;1;3;Graduate
1;1;1;9500;1;1;2;1;19;37;4;9;2;0;0;0;1;1;0;19;0;0;7;7;6;13.7;0;0;7;7;6;13.7;0;0;3;2;Graduate
1;1;2;9500;1;1;2;1;3;1;9;9;2;0;0;0;1;1;0;19;0;0;8;8;7;13.828571428571427;0;0;8;8;7;13.828571428571427;0;2;3;1;Graduate
1;1;1;9085;1;1;1;1;19;38;4;7;1;1;0;0;1;0;0;19;0;0;6;15;6;14.166666666666666;0;0;6;13;6;12.2;0;3;3;0;Graduate
1;1;1;9130;1;1;0;1;3;19;2;9;0;1;0;1;0;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;1;1;3;Dropout
1;43;1;9085;1;1;3;1;2;1;4;4;3;0;0;0;1;0;0;19;0;0;6;7;6;15.0;0;0;6;8;6;15.625;0;2;1;3;Graduate
1;39;1;9003;1;1;1;1;3;4;2;2;1;0;0;0;1;1;0;27;0;0;6;10;5;13.0;0;0;6;13;5;11.5;0;3;1;1;Graduate
1;1;1;9853;1;1;1;1;38;37;9;9;1;0;0;0;1;0;1;19;0;0;6;6;6;12.5;0;0;6;6;6;12.833333333333334;0;2;3;1;Graduate
1;1;1;9085;1;1;1;1;37;37;90;90;2;0;0;0;1;0;0;18;0;0;5;5;5;14.0;0;0;5;6;5;15.4;0;0;3;2;Graduate
1;1;4;9238;1;1;1;1;19;38;9;9;0;0;0;0;1;0;1;18;0;0;6;7;6;12.285714285714286;0;0;6;8;6;11.428571428571429;0;2;1;3;Graduate
1;1;2;9147;1;1;1;1;37;37;9;9;1;0;0;0;1;0;0;18;0;0;5;8;2;10.0;0;0;5;9;3;11.333333333333334;0;0;3;2;Enrolled
1;39;1;9991;0;12;2;1;37;37;9;9;1;0;0;0;1;1;0;38;0;0;5;11;2;10.5;0;0;5;9;3;11.333333333333334;1;0;3;2;Enrolled
1;39;1;9147;1;19;2;1;3;1;3;5;2;1;0;1;1;0;0;24;0;0;5;8;5;10.2;0;0;5;6;5;12.2;0;2;1;3;Graduate
1;10;1;9085;1;1;2;1;19;19;4;5;2;1;0;0;1;0;0;21;0;0;5;6;5;14.2;0;0;5;5;5;14.8;0;1;2;2;Graduate
1;1;4;9773;1;1;1;1;19;19;9;7;1;1;0;0;1;0;0;20;0;0;6;7;6;13.571428571428571;0;0;6;6;6;13.333333333333334;0;3;0;2;Graduate
1;1;2;9670;1;1;2;1;3;1;2;6;2;1;0;0;1;1;1;21;0;0;6;8;6;15.166666666666666;0;0;6;7;6;14.428571428571429;0;0;2;3;Graduate
1;1;1;9500;1;1;2;1;19;19;3;3;2;0;0;0;1;1;0;19;0;0;8;8;7;13.714285714285714;0;0;8;8;7;13.714285714285714;0;2;3;1;Graduate
1;39;1;9119;1;10;2;1;34;37;0;0;2;1;0;0;1;1;0;43;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;0;3;2;Dropout
1;17;1;9254;1;1;2;1;3;1;2;3;2;0;0;0;1;0;1;19;0;0;6;15;6;11.333333333333334;0;0;6;9;3;12.666666666666666;0;0;0;0;Graduate
4;7;1;9500;1;40;1;1;37;37;3;3;2;1;0;0;1;0;0;32;0;0;7;16;4;13.625;0;0;7;8;7;12.6375;0;2;1;3;Enrolled
1;1;1;9670;1;1;2;1;19;38;9;9;2;0;0;0;1;1;0;19;0;0;6;8;6;14.25;0;0;6;7;6;13.857142857142858;0;1;1;3;Graduate
1;17;5;9500;1;1;2;1;1;1;4;4;2;1;0;0;1;0;0;18;0;0;7;7;7;13.528571428571428;0;0;8;9;8;14.655555555555557;0;2;1;3;Graduate
1;1;2;9070;1;1;2;1;19;38;9;9;2;1;0;0;1;0;1;20;0;1;6;9;5;13.4;1;0;6;9;6;12.375;0;3;0;2;Graduate
1;5;3;9085;1;1;2;1;37;37;0;90;3;0;0;1;1;0;1;18;0;0;5;5;5;14.4;0;0;5;5;5;14.0;0;0;3;2;Dropout
1;1;6;9500;1;1;2;1;1;1;4;5;1;0;0;0;0;0;0;18;0;0;8;8;0;0.0;8;0;8;8;0;0.0;8;0;0;0;Dropout
2;39;1;9003;1;1;1;1;2;2;1;4;0;0;0;0;1;1;0;30;0;3;12;12;3;12.0;0;5;12;16;5;11.8;0;3;3;0;Dropout
1;42;1;9991;0;1;2;1;19;19;5;5;1;0;0;0;1;1;0;30;0;11;15;15;13;11.461538461538462;0;6;11;15;10;11.583333333333334;1;3;1;1;Graduate
1;1;2;9500;1;1;1;1;19;19;7;5;1;1;0;0;1;0;0;18;0;0;7;8;7;14.13125;0;0;8;8;8;13.98375;0;3;3;0;Graduate
1;39;1;9991;0;1;1;1;1;1;9;7;2;0;0;0;1;1;0;28;0;0;5;13;2;11.0;0;0;5;12;1;12.0;0;1;1;3;Dropout
1;17;2;9853;1;1;2;1;1;1;9;4;1;1;0;0;1;0;0;23;0;0;6;10;5;12.8;0;0;6;9;3;11.666666666666666;0;1;2;2;Dropout
2;43;1;9500;1;1;2;1;3;3;2;2;1;0;0;0;1;0;0;28;0;0;7;8;7;14.95;0;0;8;8;8;14.7375;0;3;0;2;Graduate
1;43;1;9853;1;1;2;1;37;19;9;8;1;0;0;0;1;0;0;22;0;0;6;9;5;13.6;0;0;6;8;5;12.0;0;2;3;1;Dropout
1;1;1;9147;1;1;2;1;19;37;9;9;2;0;0;0;1;1;0;18;0;0;5;5;5;11.6;0;0;5;5;5;13.2;0;2;1;3;Graduate
1;44;1;9130;1;39;2;1;5;1;2;5;2;1;0;0;1;1;0;19;0;1;6;13;5;11.6;0;1;6;12;2;11.0;0;3;0;2;Enrolled
1;17;5;9773;1;1;1;1;38;38;7;7;1;1;0;0;0;0;0;19;0;0;6;12;3;11.0;0;0;6;12;3;12.0;0;0;0;0;Dropout
1;1;1;9991;0;1;1;1;2;37;3;9;2;0;0;0;1;1;0;34;0;0;5;6;5;12.4;0;0;5;9;5;13.428571428571429;0;3;0;2;Graduate
1;1;1;9670;1;1;2;1;38;37;9;9;1;0;0;0;1;1;1;18;0;0;6;7;6;13.571428571428571;0;0;6;6;6;14.333333333333334;0;2;1;3;Graduate
1;1;3;9670;1;1;1;1;37;37;0;0;2;1;0;0;1;0;0;18;0;0;5;7;3;12.0;0;0;5;7;4;13.25;1;0;3;2;Graduate
1;1;1;9130;1;1;2;41;1;19;5;5;1;1;0;0;1;0;0;20;1;0;5;6;5;16.166666666666668;0;0;5;6;5;15.833333333333334;0;2;3;1;Graduate
1;1;2;9238;1;1;1;1;38;1;4;10;2;1;0;0;1;0;0;18;0;0;6;7;6;12.333333333333334;0;0;6;7;6;12.166666666666666;0;0;0;0;Graduate
1;17;1;9254;1;1;2;1;1;1;4;8;2;0;0;0;1;1;0;20;0;0;6;7;6;13.714285714285714;0;0;6;8;6;14.714285714285714;0;3;1;1;Graduate
1;17;1;9853;1;1;0;1;19;1;5;5;0;0;0;0;1;0;0;20;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;3;3;0;Dropout
1;39;1;9147;1;1;2;1;37;3;9;2;2;0;0;0;1;1;0;61;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;3;3;0;Dropout
2;44;1;9003;1;39;2;1;37;38;9;4;3;0;0;0;1;0;0;43;0;0;6;8;6;14.166666666666666;0;0;6;9;6;15.0;0;3;3;0;Graduate
1;1;3;9070;1;1;2;1;34;37;5;7;2;1;0;0;1;0;0;20;0;0;6;6;6;13.666666666666666;0;0;6;6;6;13.333333333333334;0;0;0;0;Graduate
